"USER","site","sensor","id","user_id","site_id","sensor_id","last_hit_received_ts","num_hits_last_hour","last_s3_file_written_ts","last_s3_file_name","last_s3_file_status","created_at","updated_at","ts"
"tyrell_corp","tyrell_corp","store",21549,287389215,287389215,1026883774,0,0,0,"na",0,"2011-05-23 02:01:17","2011-05-23 02:01:17",1306116076
"stark","stark_industries","stark-sf_second_floor",21538,750070513,584828890,709127051,1306116067,17347,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca4820c/2011/05/22/stark-sf_second_floor_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"east_india_co","east_india_co","lab",21528,871229211,871229211,361722257,0,0,0,"na",0,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"euclid_dev","harrison_metal","proto_1",21524,35068142,509866921,213796371,0,0,0,"na",0,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"kwik_e_mart","kwik_e_mart","point_of_sale",21523,634519361,634519361,113389711,1306116072,136192,1306058490,"euclid-hit-collector-archives-hits/kwik_e_mart/940c6dc0ad44/2011/05/22/point_of_sale_20110522_0000_0030_hit_archive_1306058489.json.gz",1,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"acme","acme","acme-yoyodyne",21526,540414742,540414742,289836770,1306116072,60085,1306058491,"euclid-hit-collector-archives-hits/acme/0012cfa469b6/2011/05/22/acme-yoyodyne_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"stark","stark_industries","stark-yoyodyne_gourmet",21535,750070513,584828890,627202110,1306116067,23270,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47a17/2011/05/22/stark-yoyodyne_gourmet_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"yoyodyne","yoyodyne","pinkberry_kiosk",21546,497772730,497772730,936350484,1306116072,244456,1306058496,"euclid-hit-collector-archives-hits/yoyodyne/d85d4ca47c6d/2011/05/22/pinkberry_kiosk_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 02:01:17","2011-05-23 02:01:17",1306116076
"amertek","amertek","store1_store",21533,282818199,282818199,599519544,1306115960,358,0,"na",0,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"acme","acme","acme-palo_alto",21543,540414742,540414742,854262013,1306116072,20135,1306058495,"euclid-hit-collector-archives-hits/acme/0012cfa4694c/2011/05/22/acme-palo_alto_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"stark","stark_industries","stark-yoyodyne_tabletop",21530,750070513,584828890,562522538,1306116072,22186,1306058490,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47884/2011/05/22/stark-yoyodyne_tabletop_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"stark","stark_industries","stark-sf_stark2_first_floor",21551,750070513,584828890,1063375177,1306116067,8249,0,"na",0,"2011-05-23 02:01:17","2011-05-23 02:01:17",1306116076
"stark","stark_industries","stark-diablo_patio",21537,750070513,584828890,707696713,1306116072,21107,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47cac/2011/05/22/stark-diablo_patio_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"yoyodyne","yoyodyne","main_st_lightpost_1_west",21548,497772730,497772730,997624916,0,0,0,"na",0,"2011-05-23 02:01:17","2011-05-23 02:01:17",1306116076
"halo_corp","halo_corp","lab",21525,570488950,570488950,224943336,0,0,0,"na",0,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"amertek","amertek","store3_store",21545,282818199,282818199,874831901,1306116061,4444,0,"na",0,"2011-05-23 02:01:17","2011-05-23 02:01:17",1306116076
"neiman_marcus","neiman_marcus","accton",21534,523231259,523231259,609147324,0,0,0,"na",0,"2011-05-23 02:01:16","2011-05-23 02:01:16",1306116076
"stark","stark_industries","stark-yoyodyne_tabletop",21499,750070513,584828890,562522538,1306112478,37032,1306058490,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47884/2011/05/22/stark-yoyodyne_tabletop_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"stark","stark_industries","stark-sf_stark2_first_floor",21520,750070513,584828890,1063375177,1306112473,13786,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"stark","stark_industries","stark-diablo_patio",21506,750070513,584828890,707696713,1306112483,22613,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47cac/2011/05/22/stark-diablo_patio_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"yoyodyne","yoyodyne","main_st_lightpost_1_west",21517,497772730,497772730,997624916,0,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"halo_corp","halo_corp","lab",21494,570488950,570488950,224943336,0,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"amertek","amertek","store3_store",21514,282818199,282818199,874831901,1306112461,5331,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"neiman_marcus","neiman_marcus","accton",21503,523231259,523231259,609147324,0,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"yoyodyne","yoyodyne","lab_kiosk",21510,497772730,497772730,766354529,1306112483,277323,1306058493,"euclid-hit-collector-archives-hits/yoyodyne/d85d4ca476af/2011/05/22/lab_kiosk_20110522_0000_0030_hit_archive_1306058493.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"stark","stark_industries","stark-sf_first_floor",21501,750070513,584828890,567029483,1306112483,46832,1306058491,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47e19/2011/05/22/stark-sf_first_floor_20110522_0000_0030_hit_archive_1306058491.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"yoyodyne","yoyodyne","main_st_lightpost_1_east",21491,497772730,497772730,107985819,0,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"euclid_dev","harrison_metal","conference_room",21511,35068142,509866921,849978914,1306112483,173575,1306058494,"euclid-hit-collector-archives-hits/harrison_metal/940c6dbc018a/2011/05/22/conference_room_20110522_0000_0030_hit_archive_1306058494.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"ryan","ryan","home",21519,767488622,767488622,1035953223,1306112483,76859,1306058496,"euclid-hit-collector-archives-hits/ryan/0012cfa45209/2011/05/22/home_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"stark","stark_industries","stark-sf_stark2_second_floor",21508,750070513,584828890,745764876,1306112478,23550,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca48200/2011/05/22/stark-sf_stark2_second_floor_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"acme","acme","acme-sf",21498,540414742,540414742,464475916,1306112483,102113,1306058494,"euclid-hit-collector-archives-hits/acme/0012cfa46906/2011/05/22/acme-sf_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"bluth_co","bluth_co","store",21505,608405643,608405643,666565225,1306112478,23436,1306058493,"euclid-hit-collector-archives-hits/bluth_co/0012cfa4e2aa/2011/05/22/store_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"seburo","seburo","store",21516,233007276,233007276,963219281,1306112483,70984,1306058496,"euclid-hit-collector-archives-hits/seburo/0012cfa46fc3/2011/05/22/store_20110522_0000_0030_hit_archive_1306058496.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"amertek","amertek","store2_store",21496,282818199,282818199,307489707,1306112483,8987,1306058493,"euclid-hit-collector-archives-hits/amertek/0012cfa4e03a/2011/05/22/store2_store_20110522_0230_0300_hit_archive_1306058489.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"scott","scott","home",21513,242462757,242462757,864475662,1306112483,81915,1306058495,"euclid-hit-collector-archives-hits/scott/0012cfa4e41c/2011/05/22/home_20110522_0000_0030_hit_archive_1306058494.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"dunder_mifflin","dunder_mifflin","kiosk",21509,483634850,483634850,747636774,1306095374,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"telstar","telstar","office",21490,273013281,273013281,77003772,1306112483,90603,1306058487,"euclid-hit-collector-archives-hits/telstar/0012cfa4a308/2011/05/22/office_20110522_0000_0030_hit_archive_1306058487.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"stark","stark_industries","stark-palo_alto_core",21500,750070513,584828890,562584705,1306112478,23391,1306058490,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47f65/2011/05/22/stark-palo_alto_core_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"tyrell_corp","tyrell_corp","store",21518,287389215,287389215,1026883774,0,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"stark","stark_industries","stark-sf_second_floor",21507,750070513,584828890,709127051,1306112476,17998,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca4820c/2011/05/22/stark-sf_second_floor_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"east_india_co","east_india_co","lab",21497,871229211,871229211,361722257,0,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"euclid_dev","harrison_metal","proto_1",21493,35068142,509866921,213796371,0,0,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"kwik_e_mart","kwik_e_mart","point_of_sale",21492,634519361,634519361,113389711,1306112483,145776,1306058490,"euclid-hit-collector-archives-hits/kwik_e_mart/940c6dc0ad44/2011/05/22/point_of_sale_20110522_0000_0030_hit_archive_1306058489.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"acme","acme","acme-yoyodyne",21495,540414742,540414742,289836770,1306112483,59572,1306058491,"euclid-hit-collector-archives-hits/acme/0012cfa469b6/2011/05/22/acme-yoyodyne_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"stark","stark_industries","stark-yoyodyne_gourmet",21504,750070513,584828890,627202110,1306112483,35021,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47a17/2011/05/22/stark-yoyodyne_gourmet_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"yoyodyne","yoyodyne","pinkberry_kiosk",21515,497772730,497772730,936350484,1306112483,224555,1306058496,"euclid-hit-collector-archives-hits/yoyodyne/d85d4ca47c6d/2011/05/22/pinkberry_kiosk_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"amertek","amertek","store1_store",21502,282818199,282818199,599519544,1306111840,493,0,"na",0,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"acme","acme","acme-palo_alto",21512,540414742,540414742,854262013,1306112477,23501,1306058495,"euclid-hit-collector-archives-hits/acme/0012cfa4694c/2011/05/22/acme-palo_alto_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 01:01:25","2011-05-23 01:01:25",1306112485
"tyrell_corp","tyrell_corp","store",21487,287389215,287389215,1026883774,0,0,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"stark","stark_industries","stark-sf_second_floor",21476,750070513,584828890,709127051,1306108868,22789,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca4820c/2011/05/22/stark-sf_second_floor_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"east_india_co","east_india_co","lab",21466,871229211,871229211,361722257,0,0,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"euclid_dev","harrison_metal","proto_1",21462,35068142,509866921,213796371,0,0,0,"na",0,"2011-05-23 00:01:13","2011-05-23 00:01:13",1306108873
"kwik_e_mart","kwik_e_mart","point_of_sale",21461,634519361,634519361,113389711,1306108873,140169,1306058490,"euclid-hit-collector-archives-hits/kwik_e_mart/940c6dc0ad44/2011/05/22/point_of_sale_20110522_0000_0030_hit_archive_1306058489.json.gz",1,"2011-05-23 00:01:13","2011-05-23 00:01:13",1306108873
"acme","acme","acme-yoyodyne",21464,540414742,540414742,289836770,1306108873,73332,1306058491,"euclid-hit-collector-archives-hits/acme/0012cfa469b6/2011/05/22/acme-yoyodyne_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 00:01:13","2011-05-23 00:01:13",1306108873
"stark","stark_industries","stark-yoyodyne_gourmet",21473,750070513,584828890,627202110,1306108868,37062,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47a17/2011/05/22/stark-yoyodyne_gourmet_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"yoyodyne","yoyodyne","pinkberry_kiosk",21484,497772730,497772730,936350484,1306108873,251253,1306058496,"euclid-hit-collector-archives-hits/yoyodyne/d85d4ca47c6d/2011/05/22/pinkberry_kiosk_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"amertek","amertek","store1_store",21471,282818199,282818199,599519544,1306108523,483,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"acme","acme","acme-palo_alto",21481,540414742,540414742,854262013,1306108873,29626,1306058495,"euclid-hit-collector-archives-hits/acme/0012cfa4694c/2011/05/22/acme-palo_alto_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"stark","stark_industries","stark-yoyodyne_tabletop",21468,750070513,584828890,562522538,1306108868,41333,1306058490,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47884/2011/05/22/stark-yoyodyne_tabletop_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"stark","stark_industries","stark-sf_stark2_first_floor",21489,750070513,584828890,1063375177,1306108873,13803,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"stark","stark_industries","stark-diablo_patio",21475,750070513,584828890,707696713,1306108873,25088,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47cac/2011/05/22/stark-diablo_patio_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"yoyodyne","yoyodyne","main_st_lightpost_1_west",21486,497772730,497772730,997624916,0,0,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"halo_corp","halo_corp","lab",21463,570488950,570488950,224943336,0,0,0,"na",0,"2011-05-23 00:01:13","2011-05-23 00:01:13",1306108873
"amertek","amertek","store3_store",21483,282818199,282818199,874831901,1306108873,5561,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"neiman_marcus","neiman_marcus","accton",21472,523231259,523231259,609147324,0,0,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"stark","stark_industries","stark-sf_first_floor",21470,750070513,584828890,567029483,1306108873,67305,1306058491,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47e19/2011/05/22/stark-sf_first_floor_20110522_0000_0030_hit_archive_1306058491.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"yoyodyne","yoyodyne","lab_kiosk",21479,497772730,497772730,766354529,1306108873,277889,1306058493,"euclid-hit-collector-archives-hits/yoyodyne/d85d4ca476af/2011/05/22/lab_kiosk_20110522_0000_0030_hit_archive_1306058493.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"yoyodyne","yoyodyne","main_st_lightpost_1_east",21460,497772730,497772730,107985819,0,0,0,"na",0,"2011-05-23 00:01:13","2011-05-23 00:01:13",1306108873
"euclid_dev","harrison_metal","conference_room",21480,35068142,509866921,849978914,1306108873,171590,1306058494,"euclid-hit-collector-archives-hits/harrison_metal/940c6dbc018a/2011/05/22/conference_room_20110522_0000_0030_hit_archive_1306058494.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"ryan","ryan","home",21488,767488622,767488622,1035953223,1306108873,77528,1306058496,"euclid-hit-collector-archives-hits/ryan/0012cfa45209/2011/05/22/home_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"stark","stark_industries","stark-sf_stark2_second_floor",21477,750070513,584828890,745764876,1306108873,22854,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca48200/2011/05/22/stark-sf_stark2_second_floor_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"acme","acme","acme-sf",21467,540414742,540414742,464475916,1306108873,99553,1306058494,"euclid-hit-collector-archives-hits/acme/0012cfa46906/2011/05/22/acme-sf_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"bluth_co","bluth_co","store",21474,608405643,608405643,666565225,1306108873,24688,1306058493,"euclid-hit-collector-archives-hits/bluth_co/0012cfa4e2aa/2011/05/22/store_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"seburo","seburo","store",21485,233007276,233007276,963219281,1306108873,70910,1306058496,"euclid-hit-collector-archives-hits/seburo/0012cfa46fc3/2011/05/22/store_20110522_0000_0030_hit_archive_1306058496.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"amertek","amertek","store2_store",21465,282818199,282818199,307489707,1306108861,8512,1306058493,"euclid-hit-collector-archives-hits/amertek/0012cfa4e03a/2011/05/22/store2_store_20110522_0230_0300_hit_archive_1306058489.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"scott","scott","home",21482,242462757,242462757,864475662,1306108873,63503,1306058495,"euclid-hit-collector-archives-hits/scott/0012cfa4e41c/2011/05/22/home_20110522_0000_0030_hit_archive_1306058494.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"dunder_mifflin","dunder_mifflin","kiosk",21478,483634850,483634850,747636774,1306095374,0,0,"na",0,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"telstar","telstar","office",21459,273013281,273013281,77003772,1306108873,84839,1306058487,"euclid-hit-collector-archives-hits/telstar/0012cfa4a308/2011/05/22/office_20110522_0000_0030_hit_archive_1306058487.json.gz",1,"2011-05-23 00:01:13","2011-05-23 00:01:13",1306108873
"stark","stark_industries","stark-palo_alto_core",21469,750070513,584828890,562584705,1306108873,21328,1306058490,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47f65/2011/05/22/stark-palo_alto_core_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-23 00:01:14","2011-05-23 00:01:14",1306108873
"seburo","seburo","store",21454,233007276,233007276,963219281,1306105276,69690,1306058496,"euclid-hit-collector-archives-hits/seburo/0012cfa46fc3/2011/05/22/store_20110522_0000_0030_hit_archive_1306058496.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"amertek","amertek","store2_store",21434,282818199,282818199,307489707,1306105261,8955,1306058493,"euclid-hit-collector-archives-hits/amertek/0012cfa4e03a/2011/05/22/store2_store_20110522_0230_0300_hit_archive_1306058489.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"scott","scott","home",21451,242462757,242462757,864475662,1306105274,61389,1306058495,"euclid-hit-collector-archives-hits/scott/0012cfa4e41c/2011/05/22/home_20110522_0000_0030_hit_archive_1306058494.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"telstar","telstar","office",21428,273013281,273013281,77003772,1306105272,86670,1306058487,"euclid-hit-collector-archives-hits/telstar/0012cfa4a308/2011/05/22/office_20110522_0000_0030_hit_archive_1306058487.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-palo_alto_core",21438,750070513,584828890,562584705,1306105272,19709,1306058490,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47f65/2011/05/22/stark-palo_alto_core_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"dunder_mifflin","dunder_mifflin","kiosk",21447,483634850,483634850,747636774,1306095374,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"tyrell_corp","tyrell_corp","store",21456,287389215,287389215,1026883774,0,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-sf_second_floor",21445,750070513,584828890,709127051,1306105272,20637,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca4820c/2011/05/22/stark-sf_second_floor_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"east_india_co","east_india_co","lab",21435,871229211,871229211,361722257,0,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"euclid_dev","harrison_metal","proto_1",21431,35068142,509866921,213796371,0,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"kwik_e_mart","kwik_e_mart","point_of_sale",21430,634519361,634519361,113389711,1306105272,144904,1306058490,"euclid-hit-collector-archives-hits/kwik_e_mart/940c6dc0ad44/2011/05/22/point_of_sale_20110522_0000_0030_hit_archive_1306058489.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"acme","acme","acme-yoyodyne",21433,540414742,540414742,289836770,1306105272,54395,1306058491,"euclid-hit-collector-archives-hits/acme/0012cfa469b6/2011/05/22/acme-yoyodyne_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-yoyodyne_gourmet",21442,750070513,584828890,627202110,1306105272,36878,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47a17/2011/05/22/stark-yoyodyne_gourmet_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"yoyodyne","yoyodyne","pinkberry_kiosk",21453,497772730,497772730,936350484,1306105274,236991,1306058496,"euclid-hit-collector-archives-hits/yoyodyne/d85d4ca47c6d/2011/05/22/pinkberry_kiosk_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"amertek","amertek","store1_store",21440,282818199,282818199,599519544,1306105016,549,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"acme","acme","acme-palo_alto",21450,540414742,540414742,854262013,1306105272,24198,1306058495,"euclid-hit-collector-archives-hits/acme/0012cfa4694c/2011/05/22/acme-palo_alto_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-yoyodyne_tabletop",21437,750070513,584828890,562522538,1306105272,40263,1306058490,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47884/2011/05/22/stark-yoyodyne_tabletop_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-sf_stark2_first_floor",21458,750070513,584828890,1063375177,1306105272,14299,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-diablo_patio",21444,750070513,584828890,707696713,1306105272,25531,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47cac/2011/05/22/stark-diablo_patio_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"yoyodyne","yoyodyne","main_st_lightpost_1_west",21455,497772730,497772730,997624916,0,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"halo_corp","halo_corp","lab",21432,570488950,570488950,224943336,0,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"amertek","amertek","store3_store",21452,282818199,282818199,874831901,1306105181,5312,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"neiman_marcus","neiman_marcus","accton",21441,523231259,523231259,609147324,0,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-sf_first_floor",21439,750070513,584828890,567029483,1306105272,61949,1306058491,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca47e19/2011/05/22/stark-sf_first_floor_20110522_0000_0030_hit_archive_1306058491.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"yoyodyne","yoyodyne","lab_kiosk",21448,497772730,497772730,766354529,1306105275,274541,1306058493,"euclid-hit-collector-archives-hits/yoyodyne/d85d4ca476af/2011/05/22/lab_kiosk_20110522_0000_0030_hit_archive_1306058493.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"yoyodyne","yoyodyne","main_st_lightpost_1_east",21429,497772730,497772730,107985819,0,0,0,"na",0,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"euclid_dev","harrison_metal","conference_room",21449,35068142,509866921,849978914,1306105274,168215,1306058494,"euclid-hit-collector-archives-hits/harrison_metal/940c6dbc018a/2011/05/22/conference_room_20110522_0000_0030_hit_archive_1306058494.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"ryan","ryan","home",21457,767488622,767488622,1035953223,1306105274,77834,1306058496,"euclid-hit-collector-archives-hits/ryan/0012cfa45209/2011/05/22/home_20110522_0000_0030_hit_archive_1306058495.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"stark","stark_industries","stark-sf_stark2_second_floor",21446,750070513,584828890,745764876,1306105275,25168,1306058492,"euclid-hit-collector-archives-hits/stark_industries/d85d4ca48200/2011/05/22/stark-sf_stark2_second_floor_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"acme","acme","acme-sf",21436,540414742,540414742,464475916,1306105273,86279,1306058494,"euclid-hit-collector-archives-hits/acme/0012cfa46906/2011/05/22/acme-sf_20110522_0000_0030_hit_archive_1306058490.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
"bluth_co","bluth_co","store",21443,608405643,608405643,666565225,1306105272,26914,1306058493,"euclid-hit-collector-archives-hits/bluth_co/0012cfa4e2aa/2011/05/22/store_20110522_0000_0030_hit_archive_1306058492.json.gz",1,"2011-05-22 23:01:16","2011-05-22 23:01:16",1306105276
